original_comment,comment,sentiment
"Pusing, ketika bekerja sungguhan, biasanya gaji buta",pusing kerja sungguh biasa gaji buta,Negatif
Paling di korup😊😊😊,paling salur korupsi,Negatif
"Bank biasa ngakal2i nasabah, dengan cara cas bulanan ATM, transaksi 4x sebulan x 8.000 sdh 40.000 kali 10.jt nasabah sdh 400 milyard perbulan, belum urusam lain yg kena cas juga, sekarang harus setor  400.milyatd pertahun saja kok pusing, mau enak saja.....",bank biasa ngakali nasabah cara kas bulan atm transaksi bulan kali juta nasabah miliar bulan belum urus kena kas sekarang setor miliar tahun kok pusing mau enak,Negatif
Pegawai Bank sekarang keliling Nyari Nasabah yg pengen minjam duit  syarat gampang tidak ribet .. kalo dulu susah banyak syarat kalo mau minjam duit ke bank  tanya sana tanya sini  lihat agunan,pegawai bank sekarang keliling cari nasabah pengin minjam duit syarat gampang tidak ribet kalau dulu susah banyak syarat kalau mau minjam duit bank tanya sana tanya sini lihat agun,Positif
Tumann...!! Biar Ada Gunanya Perbankan Nasional...Apa Lagi HimBara... Klo Gak da Gunanya Buang jah ke Laut... Sekolah Tinggi2 Hidup Tidak Berguna....!,tuman biar guna perban nasional apa himbara kalau tidak guna buang laut sekolah tinggi hidup tidak guna,Negatif
Sepertinya kalau ingin cepat beres anggaran nya Harus kerja sama pihak bank dg pemerintah desa di Indonesia  Terutama program Pangandaran Jadi lebih cepat menyalurkan nya bro,seperti kalau cepat beres anggar nya kerja saling pihak bank perintah desa salur indonesia utama program tanggulang jadi lebih cepat salur nya bro,Positif
"Gimana gak takut, pengusaha yg mau pinjam yg pasti di kejar2 bunga bank ditambah lagi pajak yg mencekik...",bagaimana tidak takut usaha mau pinjam salur kejar bunga bank tambah pajak cekik,Negatif
"Bankers malas yg pusing ndase, sudah terlalu lama mager. Ayo.....bangun....bangun mulai nyambut gawe buat negeri. Ingat gaji tertinggi  masih dipegang bankers",bankers malas pusing ndase terlalu lama mager ayo bangun bangun mulai sambut kerja buat negeri ingat gaji tinggi pegang bankers,Negatif
Wajar direktur bank bumn takut nanti kridit macet kridit fiktif kridit gagal bayar KUR Pd bank BRI banyak terjadi sektor umkm nelayan petani peternakan jumlah triliyunan nanti direktur bank bertanggungjawab kerugian negara apalagi ekonomi menurun akibat daya beli menurun,wajar direktur bank bumn takut kredit macet kredit fiktif kredit gagal bayar kur bank bri banyak jadi sektor umkm nelayan tani terna jumlah triliun direktur bank bertanggungjawab rugi negara ekonomi turun akibat daya beli turun,Negatif
Emang g bisa buat bayar utang negara?,memang buat bayar utang negara,Negatif
Gimana nggak pusing..  Susahnya mencari pinjaman lewat KUR...meski.sdh kol 1 16 bulan berturut turut.  Bank memamg bagus,bagaimana tidak pusing susah cari pinjam lewat kur meskisdh kol bulan turut turut bank memang bagus,Negatif
Uang yg  belum tersalur. Menurut BI. Ada 3 300 kurang lebih  tambah 200 triliun. Pusing tah. Menyalurkannya .Hati Hati untuk tetap Prudent.,uang belum salur bi kurang lebih tambah triliun pusing teh salur hati hati tetap prudent,Netral
Gimana ga mau pusing saya sendiri pun mau pinjam buat usaha ternak   Ribetnya minta ampun   Giliran ke para pengusaha  Apalagi terapliasi ke bumn Meski nunggak  Tetep aja di salurkan terus dana nya,bagaimana tidak mau pusing sendiri mau pinjam buat usaha ternak ribetnya minta ampun usaha afiliasi bumn meski nunggak tetap salur salur terus dana nya,Negatif
Namanya bank pemerintah sama kualitasnya dengan direktur bumn lain. Tidak ada kemampuan untuk berbisnis.😂😂😂😂.... Tahunya cuma jadi birokrat cuma urus administrasi.,nama bank perintah saling kualitas direktur bumn tidak mampu bisnis tahu cuma jadi birokrat cuma urus administrasi,Negatif
Langsung alirkan ke masyarakat yang paling lemah Fakir miskin yang tidak pernah menginjakkan kaki ke kantor bank  ke seluruh pelosok kampung merata seluruh NKRI,langsung alir masyarakat paling lemah fakir miskin tidak pernah injak kaki kantor bank seluruh pelosok kampung rata seluruh nkri,Negatif
Semoga nasabah yang belum bisa melunasi hutang yang sudah jatuh tempo di KUR bisa di perpanjang....karena ekonomi sekarang sulit..,moga nasabah belum lunas utang jatuh tempo salur kur salur panjang ekonomi sekarang sulit,Positif
Yang hutang kredit di bank bayar jangan nunggak dan gak mampu bayar sama saja korupsi versi rakyat  lain korupsi versi pejabat❤,utang kredit salur bank bayar jangan nunggak tidak mampu bayar saling korupsi versi rakyat korupsi versi jabat,Netral
"Salurkan ke saya aja,tanpa bunga,tanpa biaya",salur tanpa bunga tanpa biaya,Netral
Bikin program penghapusan bagi karyawan yg dampak PHK dan petani yg gagak panen,bikin program hapus karyawan dampak pihak tani gagak panen,Negatif
Bank mah Kebanyakan syarat buat rakyat.. kaya tai,bank mah banyak syarat buat rakyat tahi,Negatif
"Masih banyak debitur yang di-blacklist karena reputasi yang buruk. Karena kredit macet scala mikro dan besar, atau karena macetnya kredit produktif atau konsumtif, yang disamaratakan. Jika tidak ada pemutihan untuk scala mikro dan/atau konsumtif, maka perbankan akan kesulitan menyalurkan dananya. Masak blacklist akan diberlakukan seumur hidup...?",banyak debitur diblacklist reputasi buruk kredit macet skala mikro besar macet kredit produktif konsumtif disamaratakan tidak mutih skala mikro danatau konsumtif perban sulit salur dana masak blacklist laku umur hidup,Positif
Gk usah bingung.  Kasih aja ke saya sini .. Paingan cuma 6 tahun .  Gk ap2 .yg penting dapet 200T .😂😂,tidak usah bingung beri sini paing cuma tahun tidak apa penting dapat,Negatif
"P mentri keuangan ini jaman lg sulit usaha apa saja ya uang dipinjamkan susah P mentri keuangan, kslo sampai uang ga kembali gaimana itu resiko perbankan",menteri uang zaman sulit usaha apa nya uang pinjam susah menteri uang kalau uang tidak gaimana risiko perban,Negatif
Perbankan sekarang kinerja nya 👎👎👎,perban sekarang kerja nya,Negatif
"Harusnya menkeu tahu tentang kondisi ekonomi yg sedang melambat,, sehingga Bank menuntut ke hati hati an dalam penyaluran kredit nya, kondisi ekonomi negara melibatkan bukan aspek perbankan aja ,tapi semua sektor. Bener kata bung Rocky Gerung bahwa Purbaya,pura pura bnyak gaya",harus menteri uang tahu kondisi ekonomi sedang lambat bank tuntut hati hati an salur kredit nya kondisi ekonomi negara libat bukan aspek perban semua sektor benarbenar kata bung rocky gerung purbaya pura pura banyak gaya,Negatif
😂😂😂😂😂yo salurkan rakyat bawah...beres,nya salur rakyat bawah beres,Negatif
Gampang.. Bagi aja ke seluruh masyarakat indonesia.. Masing2 1 juta perkepala... Secara cuma2..  Negara ambil 2℅ pajak nya...  Jadi negara dapat 10 rbu/1 juta nya...  Dari 200 triliun.. Negara dapat putaran pajak 2 m..,gampang seluruh masyarakat indonesia masing juta per kepala cuma negara ambil cowok pajak nya jadi negara dapat ribu juta nya triliun negara dapat putar pajak,Netral
"Sebaiknya penyaluran dana dari BI ke bank bumn dilakukan secara bertahap dan dievaluasi kinerja dari bank yg bersangkutan, jgn digelontorkan sekaligus mengingat dunia usaha juga belum kondusif,,,,!!😂",baik salur dana bi bank bumn laku tahap evaluasi kerja bank sangkut jangan kucur sekaligus ingat dunia usaha belum kondusif,Negatif
"Klo mau tersalurkan jaminan nya jangan sertipikat rumah..,mau pinjam jg ngga mau lah pinjaman cuma 20 jt.ngga sebanding pak, jaminan bpkb mtr..berikan PINJAMAN KUR PAK MENKEU..,BUNGA BANK NORMAL SADIS2 BYR BULANAN NYA...",kalau mau salur jamin nya jangan sertipikat rumah mau pinjam tidak mau lah pinjam cuma jtngga banding pak jamin bpkb motor ikan pinjam kur pak menteri uang bunga bank normal sadis bayar bulan nya,Negatif
"Mengapa Mumet Ada Dana Besar,Lain Kangker Kantong Kering ,Itu Bisa Sengsara Dan Sedih Dan Pedih,Apalagi Kehidupan Ibukota Nafsih Nafsih Dan MB Masa Bodoh,Mau Susah Dan Sukar Dan Sulit,Tiada Yg Perduli ,",mumet dana besar kanker kantong kering sengsara sedih pedih hidup ibukota nafsi nafsi mbak masa bodoh mau susah sukar sulit tiada peduli,Negatif
Itu tuh cara supaya Pemerintah dapet duit tambahan sekitar 80T setahun untuk menambal dividen BUMN yang hilang sekitar 150 T setahun karena dialihkan ke Danantara.,cara perintah dapat duit tambah tahun tambal dividen bumn hilang tahun alih danantara,Negatif
BungA pinjaman 12% tinggi amat,bunga pinjam tinggi,Negatif
"ekonomi dunia juga lg lesu..apalagi didalam negeri perekonomian lebih lesu..penggangguran makin byk..lg penghematan besar2an.. DIA PIKIR PANDAI KALI,MAU SALURKAN KREDIT KEWARGA  200 TRILIUN..KL KREDIT GRATIS BOLEH HEHE..",ekonomi dunia lesu dalam negeri ekonomi lebih lesu penggangguran makin banyak hemat besar pikir pandai kali mau salur kredit warga triliun kalau kredit gratis hehe,Negatif
itulah kalau mau bukti mentalitas dan profesionalisme BUMN di Indonesia.... Gak ada Planing,kalau mau bukti mentalitas profesionalisme bumn salur indonesia tidak planning,Negatif
"Gak usah pusing, kasih pinjam ke tenaga p3k dgn bunga yg rendah pasti berputar uangnya..",tidak usah pusing beri pinjam tenaga pakai bunga rendah putar uang,Negatif
"Kalau bank aja pusing dikasih sogokan 200 Triliun bingung mau buat apa makanya Bank jangan suka kasih hutang ke masyarakat dengan bunga tinggi karena sistem seperti itu membunuh rakyat. Berarti kerja dan kinerja bank menyalurkan deposit uang dari masyarakat selama ini hanya mengandalkan dari pinjaman dan bunga pinjaman dari masyarakat, lebih cari amannya depositnya dipakai buat pinjol judol dengan bunga tinggi, wah kalau begini caranya berarti bank selama ini tidak membantu masyarakat untuk menumbuhkan atau menghidupkan usaha masyarakat, seharusnya dengan adanya pinjaman bank bisa menghidupkan usaha usaha mikro makro baru bagi masyarakat, tetapi kenyataan yang terjadi sekarang ini pertumbuhan  usaha mikro makro pada masyarqkat banyak yang macet mati akibat bank hanya bisa kasih bunga setinggi tingginya, kalau bankir sendiri tidak bisa menumbuhkan usaha mikro makro yang menguntungkan bagi rakyat dan negara, maka tolong dong jangqn mudah memberi pinjaman dengqn bunga tinggi yang masyarakat tidak mampu membayarnya",kalau bank pusing kasih sogo triliun bingung mau buat apa makanya bank jangan suka beri utang masyarakat bunga tinggi sistem bunuh rakyat arti kerja kerja bank salur deposit uang masyarakat lama andal pinjam bunga pinjam masyarakat lebih cari aman deposit pakai buat pinjam online judi online bunga tinggi wah kalau begini cara arti bank lama tidak bantu masyarakat tumbuh hidup usaha masyarakat ada pinjam bank hidup usaha usaha mikro makro baru masyarakat nyata jadi sekarang tumbuh usaha mikro makro masyarakat banyak macet mati akibat bank beri bunga setinggi tinggi kalau bankir sendiri tidak tumbuh usaha mikro makro untung rakyat negara dong jangan moga beri pinjam dengqn bunga tinggi masyarakat tidak mampu bayar,Negatif
"Permainan apa lagi ini. Dgn dana yg di berikan kepada Bank tsb, Bank akan memberikan kredit pada rakyat  dgn bunga yg tinggi. Semakin tercekik rakyat. 😢",main apa dana salur ikan bank sebut bank beri kredit rakyat bunga tinggi makin cekik rakyat,Negatif
LEWATKAN KUD.. Saya di black list BRI.. Tp pinjam bank kecil.. pake BPKB. diprcaya dan lunas.. Klo yg kna black list gk dpt pinjaman gk bisa maju donk.. Dulu gw prnah credit hp.. Baru pegang lalu kaki sakit diabet... Gk bisa byr..ee jd catatan black list. Utang bank rentenir mingguan.. Baru trima 2jt..disrempet trek.. Tangan patah.. KTP diblack list.. Tp utang di KSP pake BPKB.. LANCAR.. pak prabowo.. bantu KITA.. Saya gk minta di KASIH.  Cukup diprcaya credit,lewat kur salur black list bri pinjam bank kecil pakai bpkb percaya lunas kalau kena black list tidak dapat pinjam tidak maju dong dulu gue pernah credit hp baru pegang lalu kaki sakit abet tidak bayar e jadi catat black list utang bank rentenir minggu baru terima juta serempet trek tangan patah ktp diblack list utang salur ksp pakai bpkb lancar pak prabowo bantu tidak minta salur beri cukup percaya credit,Negatif
"Hebat sekarang, yang komen jadi pada ahli ekonomi semua😂  Ngomong emang gampang ya Kek gong",hebat sekarang komen jadi ahli ekonomi semua omong memang gampang nya gong,Netral
"Kalau Pusing Pecat Saja Kepala Banknya, Namanya Kredit Pasti Banyak yang Menunggu.",kalau pusing pecat kepala bank nama kredit banyak tunggu,Negatif
"200 trilyun kok ngga unt subsidi pajak rakyat miskin, kenapa justru masyarakat di paksa utang kredit negara",triliun kok tidak unt subsidi pajak rakyat miskin justru masyarakat salur paksa utang kredit negara,Negatif
Asal jgn jatuh ke oligarki aja uangnya,asal jangan jatuh oligarki uang,Negatif
Mending hapus yg namanya bunga-bungaan,mending hapus nama bungabungaan,Negatif
"Ga usah kredit ga usah usaha biarkan duitnya nganggur, rakyat sdh terlatih makan nasi dari beras busuk dari operasi pasar, bagikan saja cuan itu utk kaum elit politik, dpr, kaum birokrat,  kesejahteraan rakyat itu hanya slogan, retorika, ba omon2, kita saksikan saja, kebenaranya ato jd ke nepalan 🙏🙏🙏",tidak usah kredit tidak usah usaha biar duit nganggur rakyat latih makan nasi beras busuk operasi pasar bagi cuan kaum elit politik dpr kaum birokrat sejahtera rakyat slogan retorika ba omon saksi benara jadi nepalan,Negatif
"Salah satu kesalahan, menkeu mau suntik tapi lewat bank, orang indo kebiasaan BLT gak paham pinjem kredit ke bank. Tapi BLT jaman sekarang rawan di jadiin judol atau pinjol",salah satu salah menteri uang mau suntik lewat bank orang indonesia biasa blt tidak paham pinjam kredit bank blt zaman sekarang rawan salur jadi judi online pinjam online,Negatif
"Dirut yg ogah2an menyalurkan kredit, di ganti saja",dirut ogah salur kredit salur ganti,Negatif
Yang salah pihak banknya..tidak canggih mencari calon nasabah.mereka cuma lihat rapot tanpa melihat fakta dilapangan.nasabah yg setoranya lancar itu nasabah yg sedang baik baik saja usahanya.namun nasabah yg sebaik apapun dia namanya usaha pasti pernah mengalami down.disitu langsung pihak bank menjustice nasabah bukan org baik lgsg saja diblacklist.pdhl orang sbg wiraswasta mendirikan menjalankan usaha sendiri pasti akan mengalami jatuh bangun.pihak bank hanya mau merangkul yg sdg lancar usahanya tapi tidak membantu mereka yg sedang jatuh usahanya.pdhl orang jatuh suatu saat dia bisa jadi mungkin bisa bangun lagi.,salah pihak bank tidak canggih cari calon nasabahmereka cuma lihat rapot tanpa lihat fakta dilapangannasabah setoranya lancar nasabah sedang baik baik usahanyanamun nasabah baik apa nama usaha pernah alami downdisitu langsung pihak bank justifikasi nasabah bukan orang baik langsung diblacklistpdhl orang wiraswasta diri jalan usaha sendiri alami jatuh bangunpihak bank mau rangkul sedang lancar usaha tidak bantu sedang jatuh usahanyapdhl orang jatuh suatu jadi mungkin bangun,Negatif
"Daripada pemerintah dan BANK PUSING 200 Triliun , bagi2 aja buat rakyat dgn ikhlas, PEJABAT2 dah byk duit dah kaya.  pemerintah dtg ke desa2, ke pelosok bantu utamakan dulu bantu negara sendiri / RI  yg kekurangan / miskin,  daripada bantu negara orang. ❤🙏",perintah bank pusing triliun buat rakyat ikhlas jabat deh banyak duit deh perintah datang desa pelosok bantu utama dulu bantu negara sendiri ri kurang miskin bantu negara orang,Negatif
"Jika Perbankkan pusing menyalurkan dana yang sudah ada,dapat kita ambil kesimpulan, skil dan gagasan mu NOOOLLLL🤣🤣🤣",perban pusing salur dana dapat ambil simpul skil gagas kamu noool,Negatif
"Begitu aja kog pusing.  Tinggal kucurkan KUR dengan bunga 7% pertahun, auto berbondong bondong rakyat ajukan kredit hingga ekonomi bangkit.  Begitu saja kog bingung.  Kan uangnya memang milik rakyat dari pajak, bukan milik nenek moyang Dirut Bank yang harus di kembangkan menjadi 2 kali lipat.",kok pusing tinggal kucur kur bunga tahun auto bondong bondong rakyat aju kredit hingga ekonomi bangkit kok bingung kan uang memang milik rakyat pajak bukan milik nenek moyang dirut bank salur kembang jadi kali lipat,Negatif
"Daya beli masyarakat rendah, pinjam bank buat modal produksi, siapa yg beli produk, bunga hutang jalan terus.",daya beli masyarakat rendah pinjam bank buat modal produksi siapa beli produk bunga utang jalan terus,Negatif
Rakyat berat tuk pinjam P mentri rakyat lagi sakit karena ulah jokowi !!!!!!!,rakyat berat pinjam menteri rakyat sakit ulah jokowi,Negatif
Salurkan aja kemasyarakat miskin dipedesaan pasti mereka mau. Gitu aja kok repot !,salur masyarakat miskin desa mau kok repot,Negatif
pinjam tampa jaminan buat umkm kalo bisa istimewa,pinjam tanpa jamin buat umkm kalau istimewa,Negatif
